longitude	latitude	code	station	location
35.7	-7.76667	TZ	Iringa	Africa/Dar_es_Salaam
-82.46148	28.15112	US	Lutz	America/New_York
-75.23266	43.1009	US	Utica	America/New_York
14.66737	41.55947	IT	Campobasso	Europe/Rome
72.68533	22.75218	IN	Kheda	Asia/Kolkata
38.07083	54.90083	RU	Stupino	Europe/Moscow
121.06761	12.35275	PH	San Jose	Asia/Manila
18.30056	50.5107	PL	Strzelce Opolskie	Europe/Warsaw
-8.2503	37.08819	PT	Albufeira	Europe/Lisbon
13.28702	52.4581	DE	Dahlem	Europe/Berlin
-73.49484	41.14676	US	New Canaan	America/New_York
-111.89903	33.50921	US	Scottsdale	America/Phoenix
117.55417	34.86472	CN	Zaozhuang	Asia/Shanghai
-105.11221	39.57582	US	Ken Caryl	America/Denver
-63.13414	46.23899	CA	Charlottetown	America/Halifax
16.91667	-21.98333		Okahandja	Africa/Windhoek
-89.71472	13.73417	SV	Sonzacate	America/El_Salvador
-40.7475	-4.16694	BR	Guaraciaba do Norte	America/Fortaleza
103.6032	1.6561	MY	Kulai	Asia/Kuala_Lumpur
73.38333	31.71667	PK	Sangla Hill	Asia/Karachi
35.96944	56.03361	RU	Volokolamsk	Europe/Moscow
-47.1725	-22.57306	BR	Artur Nogueira	America/Sao_Paulo
124.84472	10.13361	PH	Maasin	Asia/Manila
30.2049	55.1904	BY	Vitebsk	Europe/Minsk
-2.58736	56.56317	GB	Arbroath	Europe/London
20.22625	30.75545	LY	Ajdabiya	Africa/Tripoli
101.44167	0.51667	ID	Pekanbaru	Asia/Jakarta
15.00835	51.14942	PL	Zgorzelec	Europe/Warsaw
9.0027	11.86064	NG	Gaya	Africa/Lagos
135.6	34.61667	JP	Yao	Asia/Tokyo
3.47717	36.76639	DZ	Boumerdas	Africa/Algiers
83.62389	53.30972	RU	Novosilikatnyy	Asia/Barnaul
-1.32471	51.40148	GB	Newbury	Europe/London
-42.19667	-21.41222	BR	Miracema	America/Sao_Paulo
140.11667	37.56667	JP	Inawashiro	Asia/Tokyo
-91.11667	14.93333	GT	Chichicastenango	America/Guatemala
74.83554	14.62072	IN	Sirsi	Asia/Kolkata
9.29109	45.39402	IT	San Giuliano Milanese	Europe/Rome
26.01649	44.43579	RO	Sector 6	Europe/Bucharest
-97.03285	47.92526	US	Grand Forks	America/Chicago
-80.22588	26.2173	US	North Lauderdale	America/New_York
-94.91386	17.94979	MX	Acayucan	America/Mexico_City
88.18466	22.19303	IN	Diamond Harbour	Asia/Kolkata
-75.64963	40.24537	US	Pottstown	America/New_York
-0.29825	51.39148	GB	Surbiton	Europe/London
-122.39168	40.58654	US	Redding	America/Los_Angeles
-52.67056	-26.22861	BR	Pato Branco	America/Sao_Paulo
16.54165	68.79833	NO	Harstad	Europe/Oslo
33.0	-2.68333	TZ	Usagara	Africa/Dar_es_Salaam
100.48528	14.37395	TH	Bang Ban	Asia/Bangkok
-69.96533	43.91452	US	Brunswick	America/New_York
47.3799	33.14447	IR	Darreh Shahr	Asia/Tehran
15.46667	47.05	AT	Sankt Peter	Europe/Vienna
-72.09391	18.65297	HT	Thomazeau	America/Port-au-Prince
12.6723	41.72063	IT	Ariccia	Europe/Rome
-76.78319	18.00747	JM	New Kingston	America/Jamaica
120.74792	41.09822	CN	Nanpiao	Asia/Shanghai
72.34424	40.78206	UZ	Andijon	Asia/Tashkent
-1.06667	53.78333	GB	Selby	Europe/London
-89.10944	13.70167	SV	Ilopango	America/El_Salvador
-8.07257	12.74409	ML	Kati	Africa/Bamako
-93.71133	41.57721	US	West Des Moines	America/Chicago
107.60389	-7.01833	ID	Pameungpeuk	Asia/Jakarta
4.69889	50.56149	BE	Gembloux	Europe/Brussels
2.25	50.75	FR	Saint-Omer	Europe/Paris
-70.20749	8.62261	VE	Barinas	America/Caracas
44.02488	32.61603	IQ	Karbala	Asia/Baghdad
